#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Protein product	Length	Protein name
Un	NW_003816645.1	2090064	2227543	-	100930219	CDK5RAP2	XP_012409121.1	1828	PREDICTED: CDK5 regulatory subunit-associated protein 2 isoform X1
Un	NW_003816645.1	2108584	2227543	-	100930219	CDK5RAP2	XP_012409122.1	1549	PREDICTED: CDK5 regulatory subunit-associated protein 2 isoform X2
Un	NW_003816645.1	2295097	2409350	-	100930474	MEGF9	XP_012409114.1	647	PREDICTED: multiple epidermal growth factor-like domains protein 9
Un	NW_003816645.1	2517241	2544115	-	100927895	FBXW2	XP_003757126.1	454	PREDICTED: F-box/WD repeat-containing protein 2
Un	NW_003816645.1	2549841	2551945	+	100931269	LOC100931269	XP_003757136.2	369	PREDICTED: putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC100288842
Un	NW_003816645.1	2555162	2572905	-	100928160	PSMD5	XP_003757127.1	504	PREDICTED: 26S proteasome non-ATPase regulatory subunit 5
Un	NW_003816645.1	2592466	2606406	+	100931533	LOC100931533	XP_003757137.1	169	PREDICTED: protein CutA homolog
Un	NW_003816645.1	2644519	2665436	-	100931794	PHF19	XP_012409117.1	584	PREDICTED: PHD finger protein 19
Un	NW_003816645.1	2698117	2722765	-	100932053	TRAF1	XP_012409118.1	503	PREDICTED: TNF receptor-associated factor 1
Un	NW_003816645.1	2775641	2889100	-	100928673	C5	XP_003757128.2	1677	PREDICTED: complement C5
Un	NW_003816645.1	2906480	2986375	+	100928930	CNTRL	XP_012409126.1	2320	PREDICTED: centriolin isoform X3
Un	NW_003816645.1	2906480	2986375	+	100928930	CNTRL	XP_012409123.1	2273	PREDICTED: centriolin isoform X1
Un	NW_003816645.1	2906480	2986375	+	100928930	CNTRL	XP_012409124.1	2273	PREDICTED: centriolin isoform X1
Un	NW_003816645.1	2906480	2986375	+	100928930	CNTRL	XP_012409125.1	2235	PREDICTED: centriolin isoform X2
Un	NW_003816645.1	2990756	3003277	-	100929185	RAB14	XP_003757130.1	215	PREDICTED: ras-related protein Rab-14
Un	NW_003816645.1	3089616	3123059	+	100929443	GSN	XP_003757131.1	777	PREDICTED: gelsolin isoform X1
Un	NW_003816645.1	3089950	3123059	+	100929443	GSN	XP_012409119.1	742	PREDICTED: gelsolin isoform X2
Un	NW_003816645.1	3104301	3123059	+	100929443	GSN	XP_012409120.1	513	PREDICTED: gelsolin isoform X3
Un	NW_003816645.1	3136285	3176825	-	100932307	STOM	XP_012409127.1	285	PREDICTED: LOW QUALITY PROTEIN: erythrocyte band 7 integral membrane protein
Un	NW_003816645.1	3277629	3293235	-	100932826	LOC100932826	XP_012409115.1	321	PREDICTED: N-acetyllactosaminide alpha-1,3-galactosyltransferase-like
Un	NW_003816645.1	3378883	3436496	-	100933356	LOC100933356	XP_012409128.1	357	PREDICTED: N-acetyllactosaminide alpha-1,3-galactosyltransferase-like
Un	NW_003816645.1	3378883	3436496	-	100933356	LOC100933356	XP_012409129.1	357	PREDICTED: N-acetyllactosaminide alpha-1,3-galactosyltransferase-like
Un	NW_003816646.1	369138	410635	+	100934828	DAB2IP	XP_012409130.1	1021	PREDICTED: disabled homolog 2-interacting protein
Un	NW_003816646.1	477749	718949	-	100935089	TTLL11	XP_003757148.1	731	PREDICTED: tubulin polyglutamylase TTLL11
Un	NW_003816646.1	735049	762221	+	100935348	LOC100935348	XP_012409131.1	564	PREDICTED: carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like
Un	NW_003816646.1	840342	855944	-	100913375	NDUFA8	XP_003757150.1	177	PREDICTED: NADH dehydrogenase
Un	NW_003816646.1	861633	925600	+	100913639	MORN5	XP_012409132.1	216	PREDICTED: MORN repeat-containing protein 5
Un	NW_003816646.1	936020	968851	-	100933613	LHX6	XP_003757143.1	363	PREDICTED: LIM/homeobox protein Lhx6
Un	NW_003816646.1	995498	1018958	-	100934133	RBM18	XP_003757145.1	190	PREDICTED: probable RNA-binding protein 18
Un	NW_003816646.1	1037511	1084811	+	100933871	MRRF	XP_012409137.1	229	PREDICTED: ribosome-recycling factor, mitochondrial isoform X3
Un	NW_003816646.1	1037511	1084669	+	100933871	MRRF	XP_012409136.1	241	PREDICTED: ribosome-recycling factor, mitochondrial isoform X2
Un	NW_003816646.1	1037511	1084572	+	100933871	MRRF	XP_012409134.1	262	PREDICTED: ribosome-recycling factor, mitochondrial isoform X1
Un	NW_003816646.1	1037511	1084572	+	100933871	MRRF	XP_012409135.1	262	PREDICTED: ribosome-recycling factor, mitochondrial isoform X1
Un	NW_003816647.1	2890	3834	-	100915727	LOC100915727	XP_012409139.1	314	PREDICTED: olfactory receptor 1N2
Un	NW_003816647.1	21915	22859	-	105751143	LOC105751143	XP_012409141.1	314	PREDICTED: olfactory receptor 1J4-like
Un	NW_003816647.1	55718	56662	+	100916252	LOC100916252	XP_003757160.1	314	PREDICTED: olfactory receptor 1Q1
Un	NW_003816647.1	95680	96603	+	100913905	LOC100913905	XP_003757152.1	307	PREDICTED: olfactory receptor 1361-like
Un	NW_003816647.1	147613	148446	+	100916770	LOC100916770	XP_012409142.1	277	PREDICTED: olfactory receptor 1L6-like
Un	NW_003816647.1	162855	163688	+	100917035	LOC100917035	XP_012409143.1	277	PREDICTED: olfactory receptor 1L6-like
Un	NW_003816647.1	186187	187116	+	100917295	LOC100917295	XP_003757163.1	309	PREDICTED: olfactory receptor 1L6-like
Un	NW_003816647.1	201712	202630	+	100917550	LOC100917550	XP_012409144.1	306	PREDICTED: LOW QUALITY PROTEIN: olfactory receptor 1G1-like
Un	NW_003816647.1	234725	235666	+	100917811	LOC100917811	XP_003757164.1	313	PREDICTED: olfactory receptor 1-like
Un	NW_003816647.1	254451	259742	+	100918076	LOC100918076	XP_003757165.2	341	PREDICTED: olfactory receptor 5C1
Un	NW_003816647.1	267636	268586	+	100918335	LOC100918335	XP_003757166.1	316	PREDICTED: olfactory receptor 1K1
Un	NW_003816647.1	283520	321779	-	100914165	PDCL	XP_012409157.1	306	PREDICTED: phosducin-like protein isoform X1
Un	NW_003816647.1	283520	306841	-	100914165	PDCL	XP_012409158.1	300	PREDICTED: phosducin-like protein isoform X2
Un	NW_003816647.1	283520	306841	-	100914165	PDCL	XP_012409159.1	300	PREDICTED: phosducin-like protein isoform X2
Un	NW_003816647.1	283520	306841	-	100914165	PDCL	XP_012409160.1	300	PREDICTED: phosducin-like protein isoform X2
Un	NW_003816647.1	283520	306841	-	100914165	PDCL	XP_012409161.1	300	PREDICTED: phosducin-like protein isoform X2
Un	NW_003816647.1	283520	306841	-	100914165	PDCL	XP_012409162.1	300	PREDICTED: phosducin-like protein isoform X2
Un	NW_003816647.1	283520	306841	-	100914165	PDCL	XP_012409163.1	300	PREDICTED: phosducin-like protein isoform X2
Un	NW_003816647.1	323020	369859	-	100914423	RC3H2	XP_003757154.1	1194	PREDICTED: roquin-2 isoform X2
Un	NW_003816647.1	323020	369859	-	100914423	RC3H2	XP_012409155.1	1163	PREDICTED: roquin-2 isoform X4
Un	NW_003816647.1	323020	369859	-	100914423	RC3H2	XP_012409154.1	1166	PREDICTED: roquin-2 isoform X3
Un	NW_003816647.1	323020	369859	-	100914423	RC3H2	XP_012409153.1	1211	PREDICTED: roquin-2 isoform X1
Un	NW_003816647.1	323190	369859	-	100914423	RC3H2	XP_012409156.1	1148	PREDICTED: roquin-2 isoform X5
Un	NW_003816647.1	383734	385014	-	100918594	ZBTB6	XP_003757167.1	426	PREDICTED: zinc finger and BTB domain-containing protein 6
Un	NW_003816647.1	393374	394699	-	100918848	ZBTB26	XP_012409152.1	441	PREDICTED: zinc finger and BTB domain-containing protein 26
Un	NW_003816647.1	416197	586447	+	100914683	RABGAP1	XP_003757155.1	1067	PREDICTED: rab GTPase-activating protein 1 isoform X1
Un	NW_003816647.1	416197	586447	+	100914683	RABGAP1	XP_012409165.1	1005	PREDICTED: rab GTPase-activating protein 1 isoform X2
Un	NW_003816647.1	416197	583021	+	100914683	RABGAP1	XP_012409167.1	961	PREDICTED: rab GTPase-activating protein 1 isoform X4
Un	NW_003816647.1	443846	586447	+	100914683	RABGAP1	XP_012409166.1	999	PREDICTED: rab GTPase-activating protein 1 isoform X3
Un	NW_003816647.1	510152	511186	+	105751142	GPR21	XP_012409138.1	344	PREDICTED: probable G-protein coupled receptor 21
Un	NW_003816647.1	611052	669523	-	100914946	STRBP	XP_003757156.1	671	PREDICTED: spermatid perinuclear RNA-binding protein isoform X2
Un	NW_003816647.1	611052	669523	-	100914946	STRBP	XP_012409164.1	672	PREDICTED: spermatid perinuclear RNA-binding protein isoform X1
Un	NW_003816647.1	885555	909881	+	100919112	CRB2	XP_012409146.1	1144	PREDICTED: protein crumbs homolog 2, partial
Un	NW_003816647.1	920073	1544893	-	100919373	DENND1A	XP_012409147.1	1051	PREDICTED: DENN domain-containing protein 1A
Un	NW_003816647.1	1647001	1673736	+	100915205	LHX2	XP_003757157.1	408	PREDICTED: LIM/homeobox protein Lhx2
Un	NW_003816647.1	1929829	2010335	+	100919641	NEK6	XP_012409168.1	307	PREDICTED: serine/threonine-protein kinase Nek6
Un	NW_003816647.1	2012762	2095717	-	100915465	PSMB7	XP_003757158.1	277	PREDICTED: proteasome subunit beta type-7
Un	NW_003816647.1	2187461	2227237	+	100919904	ADGRD2	XP_012409148.1	1090	PREDICTED: probable G-protein coupled receptor 144
Un	NW_003816647.1	2260596	2280663	-	100920164	NR5A1	XP_012409150.1	387	PREDICTED: steroidogenic factor 1
Un	NW_003816647.1	2319393	2359447	-	100920424	NR6A1	XP_003757174.1	442	PREDICTED: nuclear receptor subfamily 6 group A member 1
Un	NW_003816647.1	2575945	2604236	+	100920683	OLFML2A	XP_012409151.1	687	PREDICTED: olfactomedin-like protein 2A
Un	NW_003816648.1	95223	120359	+	100922519	WDR38	XP_003757183.2	415	PREDICTED: WD repeat-containing protein 38 isoform X2
Un	NW_003816648.1	95223	120359	+	100922519	WDR38	XP_012409169.1	414	PREDICTED: WD repeat-containing protein 38 isoform X1
Un	NW_003816648.1	120567	124972	-	100922776	RPL35	XP_012409171.1	123	PREDICTED: 60S ribosomal protein L35
Un	NW_003816648.1	136330	144459	+	100921388	ARPC5L	XP_003757178.1	101	PREDICTED: actin-related protein 2/3 complex subunit 5-like protein
Un	NW_003816648.1	148834	200443	-	100920941	GOLGA1	XP_003757177.2	813	PREDICTED: golgin subfamily A member 1 isoform X2
Un	NW_003816648.1	148834	200443	-	100920941	GOLGA1	XP_012409178.1	845	PREDICTED: golgin subfamily A member 1 isoform X1
Un	NW_003816648.1	148834	200443	-	100920941	GOLGA1	XP_012409179.1	845	PREDICTED: golgin subfamily A member 1 isoform X1
Un	NW_003816648.1	148834	200443	-	100920941	GOLGA1	XP_012409180.1	845	PREDICTED: golgin subfamily A member 1 isoform X1
Un	NW_003816648.1	148834	194299	-	100920941	GOLGA1	XP_012409181.1	743	PREDICTED: golgin subfamily A member 1 isoform X3
Un	NW_003816648.1	214679	343280	-	100923036	SCAI	XP_003757185.2	638	PREDICTED: protein SCAI
Un	NW_003816648.1	405638	444656	-	100923302	PPP6C	XP_003757186.1	289	PREDICTED: serine/threonine-protein phosphatase 6 catalytic subunit
Un	NW_003816648.1	451523	476725	+	100921652	RABEPK	XP_003757179.1	368	PREDICTED: rab9 effector protein with kelch motifs isoform X1
Un	NW_003816648.1	451523	476725	+	100921652	RABEPK	XP_012409172.1	314	PREDICTED: rab9 effector protein with kelch motifs isoform X2
Un	NW_003816648.1	481187	485998	-	100923558	HSPA5	XP_012409173.1	655	PREDICTED: 78 kDa glucose-regulated protein
Un	NW_003816648.1	569501	624387	+	100921908	GAPVD1	XP_003757180.1	1459	PREDICTED: GTPase-activating protein and VPS9 domain-containing protein 1 isoform X1
Un	NW_003816648.1	569501	624387	+	100921908	GAPVD1	XP_012409174.1	1432	PREDICTED: GTPase-activating protein and VPS9 domain-containing protein 1 isoform X3
Un	NW_003816648.1	569501	624387	+	100921908	GAPVD1	XP_012409175.1	1412	PREDICTED: GTPase-activating protein and VPS9 domain-containing protein 1 isoform X4
Un	NW_003816648.1	569501	624387	+	100921908	GAPVD1	XP_003757181.1	1438	PREDICTED: GTPase-activating protein and VPS9 domain-containing protein 1 isoform X2
Un	NW_003816648.1	569501	624387	+	100921908	GAPVD1	XP_012409176.1	1411	PREDICTED: GTPase-activating protein and VPS9 domain-containing protein 1 isoform X5
Un	NW_003816648.1	569501	612365	+	100921908	GAPVD1	XP_012409177.1	1190	PREDICTED: GTPase-activating protein and VPS9 domain-containing protein 1 isoform X6
Un	NW_003816649.1	155860	430928	-	100924084	MAPKAP1	XP_012409183.1	492	PREDICTED: target of rapamycin complex 2 subunit MAPKAP1 isoform X2
Un	NW_003816649.1	155860	430928	-	100924084	MAPKAP1	XP_003757189.1	486	PREDICTED: target of rapamycin complex 2 subunit MAPKAP1 isoform X3
Un	NW_003816649.1	155860	430928	-	100924084	MAPKAP1	XP_003757188.1	522	PREDICTED: target of rapamycin complex 2 subunit MAPKAP1 isoform X1
Un	NW_003816649.1	208554	430928	-	100924084	MAPKAP1	XP_012409184.1	440	PREDICTED: target of rapamycin complex 2 subunit MAPKAP1 isoform X4
Un	NW_003816649.1	537053	800263	+	100924707	PBX3	XP_003757191.1	434	PREDICTED: pre-B-cell leukemia transcription factor 3 isoform X1
Un	NW_003816649.1	537053	794806	+	100924707	PBX3	XP_012409182.1	351	PREDICTED: pre-B-cell leukemia transcription factor 3 isoform X2
Un	NW_003816650.1	178788	241099	+	100928415	MVB12B	XP_012409185.1	209	PREDICTED: multivesicular body subunit 12B
Un	NW_003816650.1	620549	787243	+	100925563	LMX1B	XP_003757195.1	404	PREDICTED: LIM homeobox transcription factor 1-beta isoform X2
Un	NW_003816650.1	620549	787243	+	100925563	LMX1B	XP_003757196.1	401	PREDICTED: LIM homeobox transcription factor 1-beta isoform X1
Un	NW_003816650.1	620549	787243	+	100925563	LMX1B	XP_003757194.1	394	PREDICTED: LIM homeobox transcription factor 1-beta isoform X3
Un	NW_003816650.1	815890	842635	+	100928674	LOC100928674	XP_012409186.1	268	PREDICTED: SCO-spondin-like
Un	NW_003816650.1	1024762	1026276	+	100926181	ZBTB34	XP_012409202.1	504	PREDICTED: zinc finger and BTB domain-containing protein 34
Un	NW_003816650.1	1024762	1026276	+	100926181	ZBTB34	XP_012409204.1	504	PREDICTED: zinc finger and BTB domain-containing protein 34
Un	NW_003816650.1	1146085	1668779	+	100926704	RALGPS1	XP_003757200.1	588	PREDICTED: ras-specific guanine nucleotide-releasing factor RalGPS1 isoform X2
Un	NW_003816650.1	1146085	1668779	+	100926704	RALGPS1	XP_003757199.1	587	PREDICTED: ras-specific guanine nucleotide-releasing factor RalGPS1 isoform X1
Un	NW_003816650.1	1146085	1668779	+	100926704	RALGPS1	XP_003757201.1	560	PREDICTED: ras-specific guanine nucleotide-releasing factor RalGPS1 isoform X3
Un	NW_003816650.1	1146085	1668779	+	100926704	RALGPS1	XP_012409197.1	515	PREDICTED: ras-specific guanine nucleotide-releasing factor RalGPS1 isoform X4
Un	NW_003816650.1	1360049	1390374	-	105751150	ANGPTL2	XP_012409198.1	492	PREDICTED: angiopoietin-related protein 2
Un	NW_003816650.1	1725759	1928564	+	100927468	GARNL3	XP_003757203.1	1009	PREDICTED: GTPase-activating Rap/Ran-GAP domain-like protein 3
Un	NW_003816650.1	1942397	1953821	+	100928931	SLC2A8	XP_012409200.1	380	PREDICTED: solute carrier family 2, facilitated glucose transporter member 8 isoform X1
Un	NW_003816650.1	1942456	1953821	+	100928931	SLC2A8	XP_012409201.1	327	PREDICTED: solute carrier family 2, facilitated glucose transporter member 8 isoform X2
Un	NW_003816650.1	1985562	1992786	+	100929444	ZNF79	XP_012409190.1	520	PREDICTED: zinc finger protein 79
Un	NW_003816650.1	2058002	2058337	-	105751147	LAGE3	XP_012409193.1	111	PREDICTED: EKC/KEOPS complex subunit LAGE3
Un	NW_003816650.1	2058002	2058337	-	105751147	LAGE3	XP_012409194.1	111	PREDICTED: EKC/KEOPS complex subunit LAGE3
Un	NW_003816650.1	2058002	2058337	-	105751147	LAGE3	XP_012409195.1	111	PREDICTED: EKC/KEOPS complex subunit LAGE3
Un	NW_003816650.1	2070458	2296622	-	100929697	LOC100929697	XP_012409188.1	2014	PREDICTED: zinc finger protein 208-like
Un	NW_003816650.1	2133897	2212379	+	105751145	LOC105751145	XP_012409189.1	997	PREDICTED: zinc finger protein 420-like
Un	NW_003816650.1	2306307	2330411	-	105751146	LOC105751146	XP_012409191.1	494	PREDICTED: zinc finger protein 501-like
Un	NW_003816650.1	2306307	2330411	-	105751146	LOC105751146	XP_012409192.1	494	PREDICTED: zinc finger protein 501-like
Un	NW_003816651.1	12597	29667	-	100930220	LOC100930220	XP_012409206.1	503	PREDICTED: zinc finger protein 501-like
Un	NW_003816651.1	12597	29667	-	100930220	LOC100930220	XP_012409207.1	503	PREDICTED: zinc finger protein 501-like
Un	NW_003816651.1	75916	76863	-	100929960	LOC100929960	XP_003757208.1	315	PREDICTED: olfactory receptor 10A4
Un	NW_003816651.1	89792	90745	-	100930740	LOC100930740	XP_012409205.1	317	PREDICTED: olfactory receptor 10A2-like
Un	NW_003816651.1	164597	165523	+	100931003	LOC100931003	XP_003757211.1	308	PREDICTED: olfactory receptor 2D2-like
Un	NW_003816651.1	198665	199600	+	100931270	LOC100931270	XP_003757212.1	311	PREDICTED: olfactory receptor 2D2-like
Un	NW_003816651.1	251269	252204	+	100931534	LOC100931534	XP_012409208.1	311	PREDICTED: olfactory receptor 2D2-like
Un	NW_003816652.1	6228	7163	+	100931795	LOC100931795	XP_003757214.1	311	PREDICTED: olfactory receptor 2D2-like
Un	NW_003816652.1	25708	26634	+	100932054	LOC100932054	XP_003757215.1	308	PREDICTED: olfactory receptor 2D2-like
Un	NW_003816652.1	44784	45719	+	100932308	LOC100932308	XP_003757216.1	311	PREDICTED: olfactory receptor 2D2-like
Un	NW_003816653.1	12519	30533	-	100934392	WTIP	XP_012409209.1	340	PREDICTED: Wilms tumor protein 1-interacting protein
Un	NW_003816653.1	35089	64195	-	100932565	UBA2	XP_012409219.1	638	PREDICTED: SUMO-activating enzyme subunit 2
Un	NW_003816653.1	72939	80750	-	100934656	PDCD2L	XP_012409217.1	379	PREDICTED: programmed cell death protein 2-like
Un	NW_003816653.1	82884	108791	-	100932827	GPI	XP_003757218.1	554	PREDICTED: glucose-6-phosphate isomerase
Un	NW_003816653.1	108790	109706	+	100934921	LOC100934921	XP_012409211.1	118	PREDICTED: 40S ribosomal protein S17-like
Un	NW_003816653.1	138806	226729	-	100935178	KIAA0355	XP_003757226.1	1073	PREDICTED: uncharacterized protein KIAA0355 homolog
Un	NW_003816653.1	346070	403767	-	100913203	LSM14A	XP_003757227.1	584	PREDICTED: protein LSM14 homolog A
Un	NW_003816653.1	840857	853150	-	100913728	KCTD15	XP_012409218.1	257	PREDICTED: BTB/POZ domain-containing protein KCTD15
Un	NW_003816653.1	899238	902356	-	100913993	CHST8	XP_012409212.1	533	PREDICTED: carbohydrate sulfotransferase 8, partial
Un	NW_003816653.1	1292931	1503606	+	100914772	PEPD	XP_012409213.1	482	PREDICTED: xaa-Pro dipeptidase
Un	NW_003816653.1	1522572	1523024	-	100933450	CEBPG	XP_003757220.1	150	PREDICTED: CCAAT/enhancer-binding protein gamma
Un	NW_003816653.1	1627325	1628398	+	100933872	CEBPA	XP_003757222.1	357	PREDICTED: CCAAT/enhancer-binding protein alpha
Un	NW_003816653.1	1796452	1843445	+	100915031	SLC7A10	XP_003757234.1	558	PREDICTED: asc-type amino acid transporter 1
Un	NW_003816653.1	1846197	1865591	-	100915289	LRP3	XP_003757235.1	795	PREDICTED: low-density lipoprotein receptor-related protein 3
Un	NW_003816653.1	1935069	1984309	-	105751152	WDR88	XP_012409214.1	330	PREDICTED: WD repeat-containing protein 88
Un	NW_003816653.1	1990022	2040321	-	100934134	GPATCH1	XP_012409215.1	942	PREDICTED: G patch domain-containing protein 1
Un	NW_003816653.1	2077253	2144330	+	100915549	RHPN2	XP_012409220.1	684	PREDICTED: rhophilin-2
Un	NW_003816653.1	2145930	2150441	-	100915812	C1H19orf40	XP_003757237.1	216	PREDICTED: Fanconi anemia-associated protein of 24 kDa
Un	NW_003816653.1	2154401	2199653	+	100916069	CEP89	XP_003757238.1	525	PREDICTED: centrosomal protein of 89 kDa, partial
Un	NW_003816654.1	3998	29225	+	100917376	SLC7A9	XP_003757243.1	458	PREDICTED: B(0,+)-type amino acid transporter 1, partial
Un	NW_003816654.1	31742	88010	-	100917635	TDRD12	XP_012409221.1	1283	PREDICTED: putative ATP-dependent RNA helicase TDRD12
Un	NW_003816654.1	105678	120700	-	100918164	NUDT19	XP_003757245.1	362	PREDICTED: nucleoside diphosphate-linked moiety X motif 19, mitochondrial
Un	NW_003816654.1	154124	154837	-	100916333	RGS9BP	XP_003757239.1	237	PREDICTED: regulator of G-protein signaling 9-binding protein
Un	NW_003816654.1	164064	239684	+	100918422	ANKRD27	XP_012409222.1	1065	PREDICTED: ankyrin repeat domain-containing protein 27
Un	NW_003816654.1	251810	263052	-	100916597	PDCD5	XP_012409223.1	129	PREDICTED: programmed cell death protein 5
Un	NW_003816654.1	507764	582233	-	100916857	DPY19L3	XP_003757241.1	715	PREDICTED: probable C-mannosyltransferase DPY19L3
Un	NW_003816654.1	642117	658283	-	100917120	ZNF507	XP_003757242.1	956	PREDICTED: zinc finger protein 507
Un	NW_003816655.1	207087	210243	+	100920425	TSHZ3	XP_012409229.1	1040	PREDICTED: teashirt homolog 3
Un	NW_003816655.1	1016602	1352671	-	100919201	ZNF536	XP_003757249.2	1377	PREDICTED: zinc finger protein 536
Un	NW_003816655.1	1896010	1919148	-	100920684	URI1	XP_012409230.1	474	PREDICTED: unconventional prefoldin RPB5 interactor 1 isoform X1
Un	NW_003816655.1	1896010	1908716	-	100920684	URI1	XP_012409231.1	391	PREDICTED: unconventional prefoldin RPB5 interactor 1 isoform X2
Un	NW_003816655.1	2086618	2096676	-	100920942	CCNE1	XP_012409224.1	723	PREDICTED: G1/S-specific cyclin-E1
Un	NW_003816655.1	2210480	2214929	+	100919461	C1H19orf12	XP_003757250.1	141	PREDICTED: protein C19orf12 homolog
Un	NW_003816655.1	2258446	2259300	-	100919724	PLEKHF1	XP_012409228.1	284	PREDICTED: pleckstrin homology domain-containing family F member 1
Un	NW_003816655.1	2396892	2434885	-	100921211	POP4	XP_012409225.1	228	PREDICTED: ribonuclease P protein subunit p29
Un	NW_003816655.1	2436594	2486513	-	100921477	VSTM2B	XP_012409226.1	217	PREDICTED: V-set and transmembrane domain-containing protein 2B
Un	NW_003816655.1	2994113	3000677	+	100920165	LOC100920165	XP_003757253.1	262	PREDICTED: cytochrome b-c1 complex subunit Rieske, mitochondrial
Un	NW_003816655.1	4497365	4529015	-	100921740	SHCBP1	XP_003757259.1	658	PREDICTED: SHC SH2 domain-binding protein 1
Un	NW_003816656.1	35565	45117	+	100924868	LOC100924868	XP_003757271.1	438	PREDICTED: histamine H3 receptor-like
Un	NW_003816656.1	54575	93542	-	100922002	VPS35	XP_003757260.1	796	PREDICTED: vacuolar protein sorting-associated protein 35
Un	NW_003816656.1	94129	104343	+	100922263	ORC6	XP_003757261.1	251	PREDICTED: origin recognition complex subunit 6 isoform X1
Un	NW_003816656.1	94129	104343	+	100922263	ORC6	XP_012409256.1	249	PREDICTED: origin recognition complex subunit 6 isoform X2
Un	NW_003816656.1	94983	104343	+	100922263	ORC6	XP_012409257.1	238	PREDICTED: origin recognition complex subunit 6 isoform X3
Un	NW_003816656.1	107712	154326	-	100925131	MYLK3	XP_012409245.1	845	PREDICTED: myosin light chain kinase 3
Un	NW_003816656.1	234009	250408	-	100925389	C1H16orf87	XP_012409232.1	230	PREDICTED: UPF0547 protein C16orf87 homolog
Un	NW_003816656.1	328299	377546	+	100925652	GPT2	XP_003757274.2	471	PREDICTED: alanine aminotransferase 2
Un	NW_003816656.1	422129	433426	-	100925918	DNAJA2	XP_003757275.1	486	PREDICTED: dnaJ homolog subfamily A member 2
Un	NW_003816656.1	574376	606306	-	100926182	NETO2	XP_003757276.1	525	PREDICTED: neuropilin and tolloid-like protein 2
Un	NW_003816656.1	635741	918736	-	100926443	ITFG1	XP_012409241.1	494	PREDICTED: T-cell immunomodulatory protein isoform X1
Un	NW_003816656.1	635741	918736	-	100926443	ITFG1	XP_003757277.2	519	PREDICTED: T-cell immunomodulatory protein isoform X2
Un	NW_003816656.1	922330	1203615	+	100926705	PHKB	XP_012409234.1	1079	PREDICTED: phosphorylase b kinase regulatory subunit beta
Un	NW_003816656.1	1662059	1739304	-	100922520	ABCC12	XP_003757263.1	1358	PREDICTED: multidrug resistance-associated protein 9
Un	NW_003816656.1	1765333	1837992	-	100926961	ABCC11	XP_012409254.1	1385	PREDICTED: ATP-binding cassette sub-family C member 11 isoform X2
Un	NW_003816656.1	1765333	1837992	-	100926961	ABCC11	XP_012409252.1	1431	PREDICTED: ATP-binding cassette sub-family C member 11 isoform X1
Un	NW_003816656.1	1765333	1837992	-	100926961	ABCC11	XP_012409253.1	1431	PREDICTED: ATP-binding cassette sub-family C member 11 isoform X1
Un	NW_003816656.1	1849929	1956242	+	100927217	LONP2	XP_012409235.1	785	PREDICTED: lon protease homolog 2, peroxisomal, partial
Un	NW_003816656.1	1967531	1972020	-	100922952	SIAH1	XP_003757264.1	313	PREDICTED: E3 ubiquitin-protein ligase SIAH1 isoform X1
Un	NW_003816656.1	1967531	1968379	-	100922952	SIAH1	XP_012409251.1	282	PREDICTED: E3 ubiquitin-protein ligase SIAH1 isoform X2
Un	NW_003816656.1	2180712	2220974	-	100927731	N4BP1	XP_012409255.1	709	PREDICTED: NEDD4-binding protein 1
Un	NW_003816656.1	3115218	3117232	-	100923213	CBLN1	XP_012409243.1	193	PREDICTED: cerebellin-1
Un	NW_003816656.1	3216589	3236863	+	100923474	C1H16orf78	XP_003757266.1	270	PREDICTED: uncharacterized protein C16orf78 homolog isoform X1
Un	NW_003816656.1	3216809	3236863	+	100923474	C1H16orf78	XP_012409246.1	170	PREDICTED: uncharacterized protein C16orf78 homolog isoform X2
Un	NW_003816656.1	3347053	3623007	-	100927984	ZNF423	XP_012409236.1	1178	PREDICTED: zinc finger protein 423
Un	NW_003816656.1	3907386	3929816	-	100928248	LOC100928248	XP_012409237.1	411	PREDICTED: nuclear receptor coactivator 5-like
Un	NW_003816656.1	3939789	3949013	+	100923735	CNEP1R1	XP_003757267.1	125	PREDICTED: nuclear envelope phosphatase-regulatory subunit 1 isoform X1
Un	NW_003816656.1	3940169	3949013	+	100923735	CNEP1R1	XP_012409242.1	124	PREDICTED: nuclear envelope phosphatase-regulatory subunit 1 isoform X2
Un	NW_003816656.1	3976112	3995170	+	100928764	HEATR3	XP_003757285.1	356	PREDICTED: HEAT repeat-containing protein 3
Un	NW_003816656.1	4042765	4090431	+	100929023	PAPD5	XP_003757286.1	615	PREDICTED: non-canonical poly(A) RNA polymerase PAPD5, partial
Un	NW_003816656.1	4159322	4210445	+	100929278	ADCY7	XP_012409247.1	1087	PREDICTED: adenylate cyclase type 7 isoform X1
Un	NW_003816656.1	4159322	4205246	+	100929278	ADCY7	XP_012409249.1	875	PREDICTED: adenylate cyclase type 7 isoform X2
Un	NW_003816656.1	4159322	4199564	+	100929278	ADCY7	XP_012409250.1	722	PREDICTED: adenylate cyclase type 7 isoform X3
Un	NW_003816656.1	4217367	4263952	-	100924348	BRD7	XP_012409238.1	711	PREDICTED: bromodomain-containing protein 7
Un	NW_003816656.1	4372734	4602603	+	100929536	NKD1	XP_012409239.1	513	PREDICTED: protein naked cuticle homolog 1
